tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	status	FPKM	FPKM_conf_lo	FPKM_conf_hi
ENSMUSG00000086235	-	-	ENSMUSG00000086235	-	-	1:8458506-8458906	-	-	OK	1.24041	0.685682	1.79514
ENSMUSG00000076169	-	-	ENSMUSG00000076169	-	-	1:8578695-8578805	-	-	OK	0	0	0
ENSMUSG00000084353	-	-	ENSMUSG00000084353	-	-	1:8782003-8782243	-	-	OK	806.073	777.719	834.426
ENSMUSG00000076135	-	-	ENSMUSG00000076135	-	-	1:8806218-8806328	-	-	OK	0	0	0
ENSMUSG00000086195	-	-	ENSMUSG00000086195	-	-	1:8846008-8846348	-	-	OK	0	0	0
ENSMUSG00000066693	-	-	ENSMUSG00000066693	-	-	1:8953076-8953702	-	-	OK	19.492	18.0025	20.9815
ENSMUSG00000025907	-	-	ENSMUSG00000025907	-	-	1:6196277-6266729	-	-	OK	176.485	173.051	179.918
ENSMUSG00000073741	-	-	ENSMUSG00000073741	-	-	1:6204692-6205373	-	-	OK	0	0	0
ENSMUSG00000090031	-	-	ENSMUSG00000090031	-	-	1:6203373-6204671	-	-	OK	0.0580921	0	0.174276
ENSMUSG00000025911	-	-	ENSMUSG00000025911	-	-	1:9538028-9568051	-	-	OK	0.576784	0.481686	0.671881
ENSMUSG00000079671	-	-	ENSMUSG00000079671	-	-	1:9550912-9621173	-	-	OK	0.021234	0	0.0524192
ENSMUSG00000081441	-	-	ENSMUSG00000081441	-	-	1:9564628-9565730	-	-	OK	346.322	337.036	355.607
ENSMUSG00000067879	-	-	ENSMUSG00000067879	-	-	1:9591279-9617224	-	-	OK	0.0701632	0.0370879	0.103238
ENSMUSG00000025912	-	-	ENSMUSG00000025912	-	-	1:9657495-9690290	-	-	OK	34.4856	33.1951	35.7761
ENSMUSG00000073738	-	-	ENSMUSG00000073738	-	-	1:9950251-9952890	-	-	OK	0.742899	0.622385	0.863413
ENSMUSG00000046101	-	-	ENSMUSG00000046101	-	-	1:9898718-9931035	-	-	OK	2.92557	2.66535	3.18579
ENSMUSG00000025915	-	-	ENSMUSG00000025915	-	-	1:9788210-9892637	-	-	OK	4.37707	4.12499	4.62916
ENSMUSG00000046334	-	-	ENSMUSG00000046334	-	-	1:9792274-9792634	-	-	OK	17.4265	15.0925	19.7604
ENSMUSG00000088916	-	-	ENSMUSG00000088916	-	-	1:9824578-9824683	-	-	OK	0	0	0
ENSMUSG00000045210	-	-	ENSMUSG00000045210	-	-	1:9708702-9738463	-	-	OK	21.3083	20.8625	21.7541
ENSMUSG00000085661	-	-	ENSMUSG00000085661	-	-	1:9737728-9782003	-	-	OK	2.25166	1.94834	2.55498
ENSMUSG00000065085	-	-	ENSMUSG00000065085	-	-	1:9999894-9999998	-	-	OK	0	0	0
ENSMUSG00000025916	-	-	ENSMUSG00000025916	-	-	1:9958704-9999217	-	-	OK	49.0991	47.7142	50.4839
ENSMUSG00000087199	-	-	ENSMUSG00000087199	-	-	1:9972467-9982447	-	-	OK	0	0	0
ENSMUSG00000025917	-	-	ENSMUSG00000025917	-	-	1:10014682-10028208	-	-	OK	175.04	172.676	177.403
ENSMUSG00000042501	-	-	ENSMUSG00000042501	-	-	1:10314807-10710026	-	-	OK	0.654783	0.520425	0.789142
ENSMUSG00000083422	-	-	ENSMUSG00000083422	-	-	1:10544178-10545634	-	-	OK	0.0285674	0	0.0615542
ENSMUSG00000065035	-	-	ENSMUSG00000065035	-	-	1:10545634-10545741	-	-	OK	0	0	0
ENSMUSG00000081417	-	-	ENSMUSG00000081417	-	-	1:10685203-10685695	-	-	OK	0.0419074	0	0.125722
ENSMUSG00000088585	-	-	ENSMUSG00000088585	-	-	1:10911750-10911841	-	-	OK	0	0	0
ENSMUSG00000048960	-	-	ENSMUSG00000048960	-	-	1:10983545-11293763	-	-	OK	0.0142387	0.00634048	0.0221369
ENSMUSG00000077318	-	-	ENSMUSG00000077318	-	-	1:11124191-11124319	-	-	OK	0	0	0
ENSMUSG00000064969	-	-	ENSMUSG00000064969	-	-	1:12365016-12365123	-	-	OK	0	0	0
ENSMUSG00000066918	-	-	ENSMUSG00000066918	-	-	1:12657643-12663171	-	-	OK	0.0675057	0.0347606	0.100251
ENSMUSG00000016918	-	-	ENSMUSG00000016918	-	-	1:12708625-12850452	-	-	OK	0.210605	0.162913	0.258298
ENSMUSG00000025938	-	-	ENSMUSG00000025938	-	-	1:12856629-12981258	-	-	OK	0.0845519	0.0456264	0.123477
ENSMUSG00000057715	-	-	ENSMUSG00000057715	-	-	1:11404185-11965982	-	-	LOWDATA	0.390141	0	1.53244
ENSMUSG00000042414	-	-	ENSMUSG00000042414	-	-	1:13103537-13117244	-	-	OK	0.0151294	0	0.0325992
ENSMUSG00000067851	-	-	ENSMUSG00000067851	-	-	1:10127651-10222751	-	-	OK	14.7317	14.4094	15.054
ENSMUSG00000088153	-	-	ENSMUSG00000088153	-	-	1:10156619-10156859	-	-	OK	0	0	0
ENSMUSG00000056763	-	-	ENSMUSG00000056763	-	-	1:10028298-10126849	-	-	OK	50.3204	46.9435	53.6973
ENSMUSG00000005886	-	-	ENSMUSG00000005886	-	-	1:13129185-13364164	-	-	OK	6.91055	5.50907	8.31203
ENSMUSG00000087782	-	-	ENSMUSG00000087782	-	-	1:13324578-13324690	-	-	OK	0	0	0
ENSMUSG00000077368	-	-	ENSMUSG00000077368	-	-	1:13764414-13764545	-	-	OK	0	0	0
ENSMUSG00000025937	-	-	ENSMUSG00000025937	-	-	1:13614925-13650627	-	-	OK	0.475933	0.385586	0.56628
ENSMUSG00000067813	-	-	ENSMUSG00000067813	-	-	1:13658851-13691804	-	-	OK	0.0138331	0	0.033396
ENSMUSG00000089358	-	-	ENSMUSG00000089358	-	-	1:13922458-13922766	-	-	OK	0	0	0
ENSMUSG00000025930	-	-	ENSMUSG00000025930	-	-	1:14743426-14746047	-	-	OK	0.00908479	0	0.019575
ENSMUSG00000054493	-	-	ENSMUSG00000054493	-	-	1:14745534-14748454	-	-	OK	0.00808884	0	0.017429
ENSMUSG00000025932	-	-	ENSMUSG00000025932	-	-	1:14159034-14300281	-	-	OK	0.0795558	0.0141271	0.144984
ENSMUSG00000025935	-	-	ENSMUSG00000025935	-	-	1:13554782-13579945	-	-	OK	71.2033	70.0796	72.327
ENSMUSG00000081201	-	-	ENSMUSG00000081201	-	-	1:14829949-14830237	-	-	OK	412.591	397.395	427.786
ENSMUSG00000088159	-	-	ENSMUSG00000088159	-	-	1:15009120-15009240	-	-	OK	0	0	0
ENSMUSG00000032769	-	-	ENSMUSG00000032769	-	-	1:14862728-14908943	-	-	OK	0	0	0
ENSMUSG00000073737	-	-	ENSMUSG00000073737	-	-	1:15258879-15259878	-	-	OK	1.65306	1.33784	1.96829
ENSMUSG00000090498	-	-	ENSMUSG00000090498	-	-	1:15702383-15706448	-	-	OK	0	0	0
ENSMUSG00000092083	-	-	ENSMUSG00000092083	-	-	1:15302532-15701710	-	-	OK	0.0644795	0.0210624	0.107897
ENSMUSG00000088829	-	-	ENSMUSG00000088829	-	-	1:15676015-15676127	-	-	OK	0	0	0
ENSMUSG00000077377	-	-	ENSMUSG00000077377	-	-	1:15747912-15748044	-	-	OK	0	0	0
ENSMUSG00000082193	-	-	ENSMUSG00000082193	-	-	1:14855152-14856046	-	-	OK	152.416	149.166	155.667
ENSMUSG00000032719	-	-	ENSMUSG00000032719	-	-	1:15843942-15882803	-	-	OK	0	0	0
ENSMUSG00000088943	-	-	ENSMUSG00000088943	-	-	1:15869610-15869913	-	-	OK	0	0	0
ENSMUSG00000067795	-	-	ENSMUSG00000067795	-	-	1:16056059-16083406	-	-	OK	29.5755	26.3281	32.8229
ENSMUSG00000025925	-	-	ENSMUSG00000025925	-	-	1:15795738-15833551	-	-	OK	66.2783	64.2402	68.3164
ENSMUSG00000025921	-	-	ENSMUSG00000025921	-	-	1:16095854-16123815	-	-	OK	0.590697	0.499551	0.681844
ENSMUSG00000025939	-	-	ENSMUSG00000025939	-	-	1:16559862-16609570	-	-	OK	14.8391	14.2412	15.437
ENSMUSG00000043716	-	-	ENSMUSG00000043716	-	-	1:16091375-16094743	-	-	OK	142.99	138.654	147.326
ENSMUSG00000087414	-	-	ENSMUSG00000087414	-	-	1:16647632-16652359	-	-	OK	0.612488	0.506269	0.718707
ENSMUSG00000079658	-	-	ENSMUSG00000079658	-	-	1:16632846-16646946	-	-	OK	45.0802	43.3851	46.7753
ENSMUSG00000025779	-	-	ENSMUSG00000025779	-	-	1:16678536-16699686	-	-	OK	0.39149	0.17433	0.60865
ENSMUSG00000025940	-	-	ENSMUSG00000025940	-	-	1:16655271-16668356	-	-	OK	13.8324	13.1756	14.4892
ENSMUSG00000025920	-	-	ENSMUSG00000025920	-	-	1:16218754-16510193	-	-	LOWDATA	0.510495	0	7.61164
ENSMUSG00000089982	-	-	ENSMUSG00000089982	-	-	1:16243672-16258002	-	-	OK	7.9508	5.70459	10.197
ENSMUSG00000042686	-	-	ENSMUSG00000042686	-	-	1:16987544-17087879	-	-	OK	0.0359338	0.00659397	0.0652736
ENSMUSG00000025777	-	-	ENSMUSG00000025777	-	-	1:17135442-17154352	-	-	OK	0.349335	0.282719	0.415951
ENSMUSG00000091020	-	-	ENSMUSG00000091020	-	-	1:16757094-16760241	-	-	OK	7.92339	7.56545	8.28133
ENSMUSG00000089534	-	-	ENSMUSG00000089534	-	-	1:17510081-17510192	-	-	OK	0	0	0
ENSMUSG00000067780	-	-	ENSMUSG00000067780	-	-	1:17591981-17621019	-	-	OK	0.00176941	0	0.00530822
ENSMUSG00000025774	-	-	ENSMUSG00000025774	-	-	1:18105271-18135983	-	-	OK	0	0	0
ENSMUSG00000070977	-	-	ENSMUSG00000070977	-	-	1:18200133-18213645	-	-	OK	0	0	0
ENSMUSG00000073735	-	-	ENSMUSG00000073735	-	-	1:18226553-18227524	-	-	OK	0	0	0
ENSMUSG00000088800	-	-	ENSMUSG00000088800	-	-	1:18959842-18959914	-	-	OK	0	0	0
ENSMUSG00000085125	-	-	ENSMUSG00000085125	-	-	1:17666107-17717727	-	-	OK	0	0	0
ENSMUSG00000025776	-	-	ENSMUSG00000025776	-	-	1:17717125-17756425	-	-	OK	0.0720069	0.027614	0.1164
ENSMUSG00000067773	-	-	ENSMUSG00000067773	-	-	1:18241060-18255219	-	-	OK	0.469517	0.175718	0.763317
ENSMUSG00000089923	-	-	ENSMUSG00000089923	-	-	1:18250604-18255161	-	-	OK	8.46349	4.33182	12.5952
ENSMUSG00000084668	-	-	ENSMUSG00000084668	-	-	1:19503935-19504000	-	-	OK	0	0	0
ENSMUSG00000025927	-	-	ENSMUSG00000025927	-	-	1:19198994-19228815	-	-	OK	0.00408231	0	0.00986523
ENSMUSG00000080585	-	-	ENSMUSG00000080585	-	-	1:19911390-19911480	-	-	OK	0	0	0
ENSMUSG00000065480	-	-	ENSMUSG00000065480	-	-	1:20672849-20672968	-	-	OK	0	0	0
ENSMUSG00000065559	-	-	ENSMUSG00000065559	-	-	1:20669090-20669163	-	-	OK	0	0	0
ENSMUSG00000043760	-	-	ENSMUSG00000043760	-	-	1:20047859-20608145	-	-	LOWDATA	0.000933544	0	0.0753723
ENSMUSG00000089914	-	-	ENSMUSG00000089914	-	-	1:20371173-20382381	-	-	LOWDATA	1.81382	0	5.02551
ENSMUSG00000090142	-	-	ENSMUSG00000090142	-	-	1:20434338-20434641	-	-	OK	23.7326	20.3422	27.1229
ENSMUSG00000070175	-	-	ENSMUSG00000070175	-	-	1:20434891-20434993	-	-	OK	0	0	0
ENSMUSG00000041872	-	-	ENSMUSG00000041872	-	-	1:20767231-20774351	-	-	OK	0.135483	0.0537837	0.217182
ENSMUSG00000025929	-	-	ENSMUSG00000025929	-	-	1:20720985-20724577	-	-	OK	0	0	0
ENSMUSG00000089787	-	-	ENSMUSG00000089787	-	-	1:19053379-19094921	-	-	OK	0	0	0
ENSMUSG00000042596	-	-	ENSMUSG00000042596	-	-	1:19093102-19156427	-	-	OK	0	0	0
ENSMUSG00000060128	-	-	ENSMUSG00000060128	-	-	1:19143390-19144047	-	-	OK	52.5203	49.0775	55.963
ENSMUSG00000087078	-	-	ENSMUSG00000087078	-	-	1:20878730-20880554	-	-	OK	0.0260657	0	0.0629281
ENSMUSG00000088858	-	-	ENSMUSG00000088858	-	-	1:20832615-20832747	-	-	OK	0	0	0
ENSMUSG00000041859	-	-	ENSMUSG00000041859	-	-	1:20793054-20810359	-	-	OK	4.10269	3.838	4.36738
ENSMUSG00000025931	-	-	ENSMUSG00000025931	-	-	1:20880690-20929632	-	-	OK	6.81371	6.04146	7.58597
ENSMUSG00000077314	-	-	ENSMUSG00000077314	-	-	1:20905490-20905621	-	-	OK	0	0	0
ENSMUSG00000025933	-	-	ENSMUSG00000025933	-	-	1:21208655-21220248	-	-	OK	0.140728	0.0227557	0.258701
ENSMUSG00000041779	-	-	ENSMUSG00000041779	-	-	1:20986376-21069310	-	-	OK	2.05966	1.93488	2.18443
ENSMUSG00000041809	-	-	ENSMUSG00000041809	-	-	1:20941768-20980919	-	-	OK	211.141	208.863	213.418
ENSMUSG00000025934	-	-	ENSMUSG00000025934	-	-	1:21230669-21255442	-	-	OK	32.3434	30.1861	34.5007
ENSMUSG00000025936	-	-	ENSMUSG00000025936	-	-	1:21275326-21288393	-	-	OK	0	0	0
ENSMUSG00000067750	-	-	ENSMUSG00000067750	-	-	1:21339721-21342281	-	-	OK	0	0	0
ENSMUSG00000086194	-	-	ENSMUSG00000086194	-	-	1:21344085-21345197	-	-	OK	0	0	0
ENSMUSG00000087453	-	-	ENSMUSG00000087453	-	-	1:21354883-21355111	-	-	OK	0	0	0
ENSMUSG00000041722	-	-	ENSMUSG00000041722	-	-	1:21358411-21360926	-	-	OK	0	0	0
ENSMUSG00000085507	-	-	ENSMUSG00000085507	-	-	1:21362750-21363845	-	-	OK	0	0	0
ENSMUSG00000085679	-	-	ENSMUSG00000085679	-	-	1:21380995-21381117	-	-	OK	0	0	0
ENSMUSG00000085079	-	-	ENSMUSG00000085079	-	-	1:21373636-21376465	-	-	OK	0	0	0
ENSMUSG00000087427	-	-	ENSMUSG00000087427	-	-	1:21369635-21369863	-	-	OK	0	0	0
ENSMUSG00000046847	-	-	ENSMUSG00000046847	-	-	1:21262483-21262990	-	-	OK	1802.38	1779.91	1824.84
ENSMUSG00000028033	-	-	ENSMUSG00000028033	-	-	1:21388483-21952023	-	-	OK	0.0520749	0.0152534	0.0888964
ENSMUSG00000085163	-	-	ENSMUSG00000085163	-	-	1:21949922-21952611	-	-	OK	0	0	0
ENSMUSG00000082935	-	-	ENSMUSG00000082935	-	-	1:21502013-21503137	-	-	OK	91.3892	89.2113	93.5671
ENSMUSG00000041670	-	-	ENSMUSG00000041670	-	-	1:22276331-22911673	-	-	LOWDATA	0.0513971	0	3.72632
ENSMUSG00000065405	-	-	ENSMUSG00000065405	-	-	1:23279107-23279178	-	-	OK	0	0	0
ENSMUSG00000073729	-	-	ENSMUSG00000073729	-	-	1:23262825-23263245	-	-	OK	0.112346	0	0.271228
ENSMUSG00000089553	-	-	ENSMUSG00000089553	-	-	1:23252049-23252170	-	-	OK	0	0	0
ENSMUSG00000065567	-	-	ENSMUSG00000065567	-	-	1:23298539-23298623	-	-	OK	0	0	0
ENSMUSG00000026158	-	-	ENSMUSG00000026158	-	-	1:23373262-23390014	-	-	OK	0.0563773	0.0323379	0.0804166
ENSMUSG00000073730	-	-	ENSMUSG00000073730	-	-	1:23107311-23109092	-	-	OK	331	327.838	334.163
ENSMUSG00000026154	-	-	ENSMUSG00000026154	-	-	1:24002777-24012495	-	-	OK	49.2725	47.0511	51.4939
ENSMUSG00000026156	-	-	ENSMUSG00000026156	-	-	1:23768591-23855997	-	-	OK	0	0	0
ENSMUSG00000026155	-	-	ENSMUSG00000026155	-	-	1:23852463-23929156	-	-	OK	69.2155	66.9522	71.4787
ENSMUSG00000026141	-	-	ENSMUSG00000026141	-	-	1:24270832-24594311	-	-	OK	0.0510652	0.0231126	0.0790178
ENSMUSG00000077463	-	-	ENSMUSG00000077463	-	-	1:24555679-24555816	-	-	OK	0	0	0
ENSMUSG00000026147	-	-	ENSMUSG00000026147	-	-	1:24184448-24259577	-	-	OK	0.638313	0.340211	0.936414
ENSMUSG00000026153	-	-	ENSMUSG00000026153	-	-	1:24017596-24107180	-	-	OK	20.735	20.3349	21.1351
ENSMUSG00000067736	-	-	ENSMUSG00000067736	-	-	1:24619242-24619539	-	-	OK	454.892	439.627	470.157
ENSMUSG00000090378	-	-	ENSMUSG00000090378	-	-	1:24620813-24621627	-	-	OK	946.821	937.886	955.757
ENSMUSG00000073725	-	-	ENSMUSG00000073725	-	-	1:24685382-24823144	-	-	OK	4.01429	3.82242	4.20615
ENSMUSG00000052558	-	-	ENSMUSG00000052558	-	-	1:25887501-25888723	-	-	OK	0	0	0
ENSMUSG00000088111	-	-	ENSMUSG00000088111	-	-	1:26623677-26623783	-	-	OK	0	0	0
ENSMUSG00000073722	-	-	ENSMUSG00000073722	-	-	1:26738645-26744305	-	-	OK	0.631048	0.545763	0.716332
ENSMUSG00000065125	-	-	ENSMUSG00000065125	-	-	1:27015947-27016066	-	-	OK	0	0	0
ENSMUSG00000033569	-	-	ENSMUSG00000033569	-	-	1:25124320-25886552	-	-	LOWDATA	0.21959	0	1.69753
ENSMUSG00000080849	-	-	ENSMUSG00000080849	-	-	1:25280574-25281018	-	-	OK	1.16037	0.676461	1.64427
ENSMUSG00000064910	-	-	ENSMUSG00000064910	-	-	1:25336289-25336396	-	-	OK	0	0	0
ENSMUSG00000084740	-	-	ENSMUSG00000084740	-	-	1:25507915-25508019	-	-	OK	0	0	0
ENSMUSG00000079640	-	-	ENSMUSG00000079640	-	-	1:27099345-27286771	-	-	OK	0	0	0
ENSMUSG00000084715	-	-	ENSMUSG00000084715	-	-	1:27130447-27130557	-	-	OK	0	0	0
ENSMUSG00000086240	-	-	ENSMUSG00000086240	-	-	1:28637342-28637618	-	-	OK	44.5422	27.9435	61.141
ENSMUSG00000048411	-	-	ENSMUSG00000048411	-	-	1:28832988-28837097	-	-	OK	8.11798	7.73656	8.49939
ENSMUSG00000090766	-	-	ENSMUSG00000090766	-	-	1:28912032-28912718	-	-	OK	0	0	0
ENSMUSG00000081557	-	-	ENSMUSG00000081557	-	-	1:28857082-28859566	-	-	OK	4.27553	3.97673	4.57432
ENSMUSG00000058590	-	-	ENSMUSG00000058590	-	-	1:28994879-28995185	-	-	OK	0	0	0
ENSMUSG00000080391	-	-	ENSMUSG00000080391	-	-	1:29418119-29418215	-	-	OK	0	0	0
ENSMUSG00000080625	-	-	ENSMUSG00000080625	-	-	1:29358324-29358424	-	-	OK	0	0	0
ENSMUSG00000064433	-	-	ENSMUSG00000064433	-	-	1:29337808-29337920	-	-	OK	0	0	0
ENSMUSG00000077073	-	-	ENSMUSG00000077073	-	-	1:30042778-30042888	-	-	OK	0	0	0
ENSMUSG00000053185	-	-	ENSMUSG00000053185	-	-	1:30775398-30776806	-	-	OK	0.136474	0.0541769	0.21877
ENSMUSG00000048874	-	-	ENSMUSG00000048874	-	-	1:30859186-30930539	-	-	OK	7.05089	6.56672	7.53505
ENSMUSG00000086151	-	-	ENSMUSG00000086151	-	-	1:31033794-31035810	-	-	OK	0.917231	0.701038	1.13342
ENSMUSG00000086726	-	-	ENSMUSG00000086726	-	-	1:31043069-31043798	-	-	OK	3.12689	2.59259	3.66118
ENSMUSG00000087346	-	-	ENSMUSG00000087346	-	-	1:31054711-31056750	-	-	OK	4.61252	4.13358	5.09146
ENSMUSG00000086727	-	-	ENSMUSG00000086727	-	-	1:31197922-31279506	-	-	OK	11.5278	10.6595	12.3961
ENSMUSG00000050217	-	-	ENSMUSG00000050217	-	-	1:31233250-31261501	-	-	OK	0.0270828	0	0.054972
ENSMUSG00000026064	-	-	ENSMUSG00000026064	-	-	1:30997147-31006615	-	-	OK	18.4509	17.3998	19.502
ENSMUSG00000077664	-	-	ENSMUSG00000077664	-	-	1:31316437-31316564	-	-	OK	0	0	0
ENSMUSG00000088620	-	-	ENSMUSG00000088620	-	-	1:31713476-31713583	-	-	OK	0	0	0
ENSMUSG00000082159	-	-	ENSMUSG00000082159	-	-	1:31792900-31793737	-	-	OK	0.0378033	0	0.0912653
ENSMUSG00000070960	-	-	ENSMUSG00000070960	-	-	1:31672835-31673507	-	-	OK	2.64	2.11975	3.16026
ENSMUSG00000026063	-	-	ENSMUSG00000026063	-	-	1:31279683-31281132	-	-	OK	39.1283	37.9041	40.3526
ENSMUSG00000089395	-	-	ENSMUSG00000089395	-	-	1:32783483-32783775	-	-	OK	0	0	0
ENSMUSG00000026058	-	-	ENSMUSG00000026058	-	-	1:32229650-32714583	-	-	OK	0.0206507	0	0.0498552
ENSMUSG00000064688	-	-	ENSMUSG00000064688	-	-	1:32269977-32270084	-	-	OK	0	0	0
ENSMUSG00000049830	-	-	ENSMUSG00000049830	-	-	1:32576407-32577844	-	-	OK	2.50446	2.19322	2.8157
ENSMUSG00000091318	-	-	ENSMUSG00000091318	-	-	1:32600390-32604138	-	-	OK	1.63443	1.4863	1.78256
ENSMUSG00000089489	-	-	ENSMUSG00000089489	-	-	1:32625203-32625266	-	-	OK	0	0	0
ENSMUSG00000065223	-	-	ENSMUSG00000065223	-	-	1:33350520-33350620	-	-	OK	0	0	0
ENSMUSG00000088750	-	-	ENSMUSG00000088750	-	-	1:33248837-33248947	-	-	OK	0	0	0
ENSMUSG00000065260	-	-	ENSMUSG00000065260	-	-	1:33479577-33479683	-	-	OK	0	0	0
ENSMUSG00000044744	-	-	ENSMUSG00000044744	-	-	1:33726687-33727557	-	-	OK	10.2364	9.37893	11.094
ENSMUSG00000026134	-	-	ENSMUSG00000026134	-	-	1:33510655-33726631	-	-	OK	27.1398	25.1528	29.1269
ENSMUSG00000042215	-	-	ENSMUSG00000042215	-	-	1:33802328-33814639	-	-	OK	0.755718	0.608217	0.903219
ENSMUSG00000004768	-	-	ENSMUSG00000004768	-	-	1:33776726-33799409	-	-	OK	28.645	27.7983	29.4918
ENSMUSG00000042182	-	-	ENSMUSG00000042182	-	-	1:33908896-33964661	-	-	OK	0.0634116	0.0266275	0.100196
ENSMUSG00000081402	-	-	ENSMUSG00000081402	-	-	1:33892743-33895759	-	-	OK	0.759611	0.523859	0.995364
ENSMUSG00000042197	-	-	ENSMUSG00000042197	-	-	1:33817316-33871440	-	-	OK	85.971	82.2719	89.6702
ENSMUSG00000079617	-	-	ENSMUSG00000079617	-	-	1:34428990-34460294	-	-	OK	0	0	0
ENSMUSG00000042111	-	-	ENSMUSG00000042111	-	-	1:34493515-34496517	-	-	OK	6.29109	5.844	6.73818
ENSMUSG00000026127	-	-	ENSMUSG00000026127	-	-	1:34496695-34502581	-	-	OK	8.14821	7.70905	8.58737
ENSMUSG00000026126	-	-	ENSMUSG00000026126	-	-	1:34516590-34532499	-	-	OK	0.263889	0.137905	0.389874
ENSMUSG00000026125	-	-	ENSMUSG00000026125	-	-	1:34555274-34559907	-	-	OK	80.4819	78.562	82.4019
ENSMUSG00000045174	-	-	ENSMUSG00000045174	-	-	1:34636537-34647783	-	-	OK	0.344193	0.281352	0.407034
ENSMUSG00000045815	-	-	ENSMUSG00000045815	-	-	1:34636068-34636458	-	-	OK	12.2325	10.4435	14.0216
ENSMUSG00000026124	-	-	ENSMUSG00000026124	-	-	1:34592492-34601156	-	-	OK	0	0	0
ENSMUSG00000037529	-	-	ENSMUSG00000037529	-	-	1:34600819-34617788	-	-	OK	19.3339	17.9645	20.7032
ENSMUSG00000077231	-	-	ENSMUSG00000077231	-	-	1:35235800-35235929	-	-	OK	0	0	0
ENSMUSG00000064601	-	-	ENSMUSG00000064601	-	-	1:35818446-35818551	-	-	OK	0	0	0
ENSMUSG00000045216	-	-	ENSMUSG00000045216	-	-	1:36125244-36163291	-	-	OK	0.365455	0.295123	0.435787
ENSMUSG00000026123	-	-	ENSMUSG00000026123	-	-	1:34906803-34936425	-	-	OK	7.03562	5.21987	8.85138
