tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	status	FPKM	FPKM_conf_lo	FPKM_conf_hi
ENSMUSG00000033813	-	-	ENSMUSG00000033813	-	-	1:4847774-4887987	-	-	OK	7.89016	6.02465	9.75566
ENSMUSG00000062588	-	-	ENSMUSG00000062588	-	-	1:4869282-4870750	-	-	OK	17.0681	16.2586	17.8777
ENSMUSG00000025905	-	-	ENSMUSG00000025905	-	-	1:5578573-5596212	-	-	OK	0	0	0
ENSMUSG00000033774	-	-	ENSMUSG00000033774	-	-	1:5903787-5907479	-	-	OK	0	0	0
ENSMUSG00000033793	-	-	ENSMUSG00000033793	-	-	1:5073253-5152630	-	-	OK	17.9085	17.2084	18.6085
ENSMUSG00000087247	-	-	ENSMUSG00000087247	-	-	1:6349536-6384812	-	-	OK	0	0	0
ENSMUSG00000033740	-	-	ENSMUSG00000033740	-	-	1:6477311-6851021	-	-	LOWDATA	0.0174334	0	0.491598
ENSMUSG00000025907	-	-	ENSMUSG00000025907	-	-	1:6196277-6266729	-	-	OK	15.9332	14.5687	17.2977
ENSMUSG00000073741	-	-	ENSMUSG00000073741	-	-	1:6204692-6205373	-	-	OK	0	0	0
ENSMUSG00000090031	-	-	ENSMUSG00000090031	-	-	1:6203373-6204671	-	-	OK	1.00514	0.517578	1.49271
ENSMUSG00000048538	-	-	ENSMUSG00000048538	-	-	1:7167819-7169118	-	-	OK	9.83451	9.17409	10.4949
ENSMUSG00000077244	-	-	ENSMUSG00000077244	-	-	1:7255883-7256013	-	-	OK	0	0	0
ENSMUSG00000086461	-	-	ENSMUSG00000086461	-	-	1:7339486-7387882	-	-	OK	1.38778	1.12667	1.64888
ENSMUSG00000051285	-	-	ENSMUSG00000051285	-	-	1:7079000-7163707	-	-	OK	112.296	106.123	118.47
ENSMUSG00000065625	-	-	ENSMUSG00000065625	-	-	1:9448750-9448853	-	-	OK	0	0	0
ENSMUSG00000061024	-	-	ENSMUSG00000061024	-	-	1:9535488-9537535	-	-	OK	2.55819	2.29878	2.8176
ENSMUSG00000025909	-	-	ENSMUSG00000025909	-	-	1:8351555-9289319	-	-	LOWDATA	0.12324	0	1.82334
ENSMUSG00000086235	-	-	ENSMUSG00000086235	-	-	1:8458506-8458906	-	-	OK	3.02998	2.1553	3.90466
ENSMUSG00000076169	-	-	ENSMUSG00000076169	-	-	1:8578695-8578805	-	-	OK	0	0	0
ENSMUSG00000084353	-	-	ENSMUSG00000084353	-	-	1:8782003-8782243	-	-	OK	4.82153	2.60926	7.0338
ENSMUSG00000076135	-	-	ENSMUSG00000076135	-	-	1:8806218-8806328	-	-	OK	0	0	0
ENSMUSG00000086195	-	-	ENSMUSG00000086195	-	-	1:8846008-8846348	-	-	OK	0	0	0
ENSMUSG00000066693	-	-	ENSMUSG00000066693	-	-	1:8953076-8953702	-	-	OK	5.06834	4.30208	5.8346
ENSMUSG00000025912	-	-	ENSMUSG00000025912	-	-	1:9657495-9690290	-	-	OK	2.84897	2.46017	3.23776
ENSMUSG00000025911	-	-	ENSMUSG00000025911	-	-	1:9538028-9568051	-	-	OK	1.75587	1.58848	1.92327
ENSMUSG00000079671	-	-	ENSMUSG00000079671	-	-	1:9550912-9621173	-	-	OK	0.441527	0.298063	0.584991
ENSMUSG00000081441	-	-	ENSMUSG00000081441	-	-	1:9564628-9565730	-	-	OK	169.069	162.611	175.528
ENSMUSG00000067879	-	-	ENSMUSG00000067879	-	-	1:9591279-9617224	-	-	OK	0.00396734	0	0.011902
ENSMUSG00000045210	-	-	ENSMUSG00000045210	-	-	1:9708702-9738463	-	-	OK	11.3883	11.0638	11.7129
ENSMUSG00000085661	-	-	ENSMUSG00000085661	-	-	1:9737728-9782003	-	-	OK	0.118743	0.0460609	0.191426
ENSMUSG00000046101	-	-	ENSMUSG00000046101	-	-	1:9898718-9931035	-	-	OK	0.0650559	0.0195594	0.110552
ENSMUSG00000073738	-	-	ENSMUSG00000073738	-	-	1:9950251-9952890	-	-	OK	0.7412	0.619757	0.862643
ENSMUSG00000025916	-	-	ENSMUSG00000025916	-	-	1:9958704-9999217	-	-	OK	0.0198779	0	0.0479895
ENSMUSG00000087199	-	-	ENSMUSG00000087199	-	-	1:9972467-9982447	-	-	OK	0	0	0
ENSMUSG00000065085	-	-	ENSMUSG00000065085	-	-	1:9999894-9999998	-	-	OK	0	0	0
ENSMUSG00000025915	-	-	ENSMUSG00000025915	-	-	1:9788210-9892637	-	-	OK	3.55672	3.29497	3.81846
ENSMUSG00000046334	-	-	ENSMUSG00000046334	-	-	1:9792274-9792634	-	-	OK	10.7374	8.88918	12.5857
ENSMUSG00000088916	-	-	ENSMUSG00000088916	-	-	1:9824578-9824683	-	-	OK	0	0	0
ENSMUSG00000025917	-	-	ENSMUSG00000025917	-	-	1:10014682-10028208	-	-	OK	15.3925	14.6854	16.0997
ENSMUSG00000056763	-	-	ENSMUSG00000056763	-	-	1:10028298-10126849	-	-	OK	62.3246	60.1822	64.4669
ENSMUSG00000042501	-	-	ENSMUSG00000042501	-	-	1:10314807-10710026	-	-	OK	0	0	0
ENSMUSG00000083422	-	-	ENSMUSG00000083422	-	-	1:10544178-10545634	-	-	OK	0.14538	0.0703059	0.220453
ENSMUSG00000065035	-	-	ENSMUSG00000065035	-	-	1:10545634-10545741	-	-	OK	0	0	0
ENSMUSG00000081417	-	-	ENSMUSG00000081417	-	-	1:10685203-10685695	-	-	OK	0	0	0
ENSMUSG00000088585	-	-	ENSMUSG00000088585	-	-	1:10911750-10911841	-	-	OK	0	0	0
ENSMUSG00000048960	-	-	ENSMUSG00000048960	-	-	1:10983545-11293763	-	-	OK	0.010033	0.00334434	0.0167217
ENSMUSG00000077318	-	-	ENSMUSG00000077318	-	-	1:11124191-11124319	-	-	OK	0	0	0
ENSMUSG00000064969	-	-	ENSMUSG00000064969	-	-	1:12365016-12365123	-	-	OK	0	0	0
ENSMUSG00000066918	-	-	ENSMUSG00000066918	-	-	1:12657643-12663171	-	-	OK	0	0	0
ENSMUSG00000016918	-	-	ENSMUSG00000016918	-	-	1:12708625-12850452	-	-	OK	0.0357257	0.0159087	0.0555428
ENSMUSG00000057715	-	-	ENSMUSG00000057715	-	-	1:11404185-11965982	-	-	LOWDATA	0.084495	0	0.656486
ENSMUSG00000025938	-	-	ENSMUSG00000025938	-	-	1:12856629-12981258	-	-	OK	0	0	0
ENSMUSG00000042414	-	-	ENSMUSG00000042414	-	-	1:13103537-13117244	-	-	OK	0	0	0
ENSMUSG00000067851	-	-	ENSMUSG00000067851	-	-	1:10127651-10222751	-	-	OK	28.9261	28.4244	29.4278
ENSMUSG00000088153	-	-	ENSMUSG00000088153	-	-	1:10156619-10156859	-	-	OK	0	0	0
ENSMUSG00000025935	-	-	ENSMUSG00000025935	-	-	1:13554782-13579945	-	-	OK	13.4509	12.9582	13.9437
ENSMUSG00000005886	-	-	ENSMUSG00000005886	-	-	1:13129185-13364164	-	-	OK	31.67	28.2556	35.0844
ENSMUSG00000087782	-	-	ENSMUSG00000087782	-	-	1:13324578-13324690	-	-	OK	0	0	0
ENSMUSG00000067813	-	-	ENSMUSG00000067813	-	-	1:13658851-13691804	-	-	OK	0.0351983	0.00371598	0.0666806
ENSMUSG00000077368	-	-	ENSMUSG00000077368	-	-	1:13764414-13764545	-	-	OK	0	0	0
ENSMUSG00000089358	-	-	ENSMUSG00000089358	-	-	1:13922458-13922766	-	-	OK	0	0	0
ENSMUSG00000025937	-	-	ENSMUSG00000025937	-	-	1:13614925-13650627	-	-	OK	5.88268	5.56223	6.20313
ENSMUSG00000025932	-	-	ENSMUSG00000025932	-	-	1:14159034-14300281	-	-	LOWDATA	0.0101784	0	0.236641
ENSMUSG00000025930	-	-	ENSMUSG00000025930	-	-	1:14743426-14746047	-	-	OK	0	0	0
ENSMUSG00000054493	-	-	ENSMUSG00000054493	-	-	1:14745534-14748454	-	-	OK	0	0	0
ENSMUSG00000081201	-	-	ENSMUSG00000081201	-	-	1:14829949-14830237	-	-	OK	95.4074	88.0356	102.779
ENSMUSG00000088159	-	-	ENSMUSG00000088159	-	-	1:15009120-15009240	-	-	OK	0	0	0
ENSMUSG00000032769	-	-	ENSMUSG00000032769	-	-	1:14862728-14908943	-	-	OK	0	0	0
ENSMUSG00000082193	-	-	ENSMUSG00000082193	-	-	1:14855152-14856046	-	-	OK	80.7308	78.3442	83.1174
ENSMUSG00000077377	-	-	ENSMUSG00000077377	-	-	1:15747912-15748044	-	-	OK	0	0	0
ENSMUSG00000090498	-	-	ENSMUSG00000090498	-	-	1:15702383-15706448	-	-	OK	0	0	0
ENSMUSG00000092083	-	-	ENSMUSG00000092083	-	-	1:15302532-15701710	-	-	OK	0.0048064	0	0.0144192
ENSMUSG00000088829	-	-	ENSMUSG00000088829	-	-	1:15676015-15676127	-	-	OK	0	0	0
ENSMUSG00000073737	-	-	ENSMUSG00000073737	-	-	1:15258879-15259878	-	-	OK	2.82964	2.41356	3.24572
ENSMUSG00000067795	-	-	ENSMUSG00000067795	-	-	1:16056059-16083406	-	-	OK	0.0457703	0	0.0986213
ENSMUSG00000032719	-	-	ENSMUSG00000032719	-	-	1:15843942-15882803	-	-	OK	0.00476098	0	0.0142829
ENSMUSG00000088943	-	-	ENSMUSG00000088943	-	-	1:15869610-15869913	-	-	OK	0	0	0
ENSMUSG00000025925	-	-	ENSMUSG00000025925	-	-	1:15795738-15833551	-	-	OK	12.078	10.2732	13.8828
ENSMUSG00000025921	-	-	ENSMUSG00000025921	-	-	1:16095854-16123815	-	-	OK	0.944762	0.82847	1.06105
ENSMUSG00000043716	-	-	ENSMUSG00000043716	-	-	1:16091375-16094743	-	-	OK	59.0775	56.3046	61.8505
ENSMUSG00000025939	-	-	ENSMUSG00000025939	-	-	1:16559862-16609570	-	-	OK	8.00521	7.56218	8.44824
ENSMUSG00000025920	-	-	ENSMUSG00000025920	-	-	1:16218754-16510193	-	-	OK	6.78024	5.34183	8.21865
ENSMUSG00000089982	-	-	ENSMUSG00000089982	-	-	1:16243672-16258002	-	-	LOWDATA	0.310232	0	3.78026
ENSMUSG00000087414	-	-	ENSMUSG00000087414	-	-	1:16647632-16652359	-	-	OK	0.126553	0.0778428	0.175263
ENSMUSG00000079658	-	-	ENSMUSG00000079658	-	-	1:16632846-16646946	-	-	OK	5.17376	4.59441	5.75311
ENSMUSG00000025779	-	-	ENSMUSG00000025779	-	-	1:16678536-16699686	-	-	OK	1.31798	0.915999	1.71996
ENSMUSG00000025940	-	-	ENSMUSG00000025940	-	-	1:16655271-16668356	-	-	OK	3.11095	2.7967	3.42521
ENSMUSG00000042686	-	-	ENSMUSG00000042686	-	-	1:16987544-17087879	-	-	OK	0.0731469	0.0309155	0.115378
ENSMUSG00000025777	-	-	ENSMUSG00000025777	-	-	1:17135442-17154352	-	-	OK	0.00646461	0	0.0156069
ENSMUSG00000091020	-	-	ENSMUSG00000091020	-	-	1:16757094-16760241	-	-	OK	2.16423	1.9755	2.35296
ENSMUSG00000089534	-	-	ENSMUSG00000089534	-	-	1:17510081-17510192	-	-	OK	0	0	0
ENSMUSG00000067780	-	-	ENSMUSG00000067780	-	-	1:17591981-17621019	-	-	OK	0.0018009	0	0.00540271
ENSMUSG00000085125	-	-	ENSMUSG00000085125	-	-	1:17666107-17717727	-	-	OK	0	0	0
ENSMUSG00000025776	-	-	ENSMUSG00000025776	-	-	1:17717125-17756425	-	-	OK	0	0	0
ENSMUSG00000067773	-	-	ENSMUSG00000067773	-	-	1:18241060-18255219	-	-	OK	0	0	0
ENSMUSG00000089923	-	-	ENSMUSG00000089923	-	-	1:18250604-18255161	-	-	OK	0	0	0
ENSMUSG00000073735	-	-	ENSMUSG00000073735	-	-	1:18226553-18227524	-	-	OK	0	0	0
ENSMUSG00000070977	-	-	ENSMUSG00000070977	-	-	1:18200133-18213645	-	-	OK	0	0	0
ENSMUSG00000025774	-	-	ENSMUSG00000025774	-	-	1:18105271-18135983	-	-	OK	0.0990067	0.0137324	0.184281
ENSMUSG00000088800	-	-	ENSMUSG00000088800	-	-	1:18959842-18959914	-	-	OK	0	0	0
ENSMUSG00000089787	-	-	ENSMUSG00000089787	-	-	1:19053379-19094921	-	-	OK	0	0	0
ENSMUSG00000042596	-	-	ENSMUSG00000042596	-	-	1:19093102-19156427	-	-	OK	0	0	0
ENSMUSG00000060128	-	-	ENSMUSG00000060128	-	-	1:19143390-19144047	-	-	OK	62.9823	59.195	66.7697
ENSMUSG00000025927	-	-	ENSMUSG00000025927	-	-	1:19198994-19228815	-	-	OK	7.91714	7.43571	8.39857
ENSMUSG00000080585	-	-	ENSMUSG00000080585	-	-	1:19911390-19911480	-	-	OK	0	0	0
ENSMUSG00000084668	-	-	ENSMUSG00000084668	-	-	1:19503935-19504000	-	-	OK	0	0	0
ENSMUSG00000025929	-	-	ENSMUSG00000025929	-	-	1:20720985-20724577	-	-	OK	0	0	0
ENSMUSG00000065480	-	-	ENSMUSG00000065480	-	-	1:20672849-20672968	-	-	OK	0	0	0
ENSMUSG00000065559	-	-	ENSMUSG00000065559	-	-	1:20669090-20669163	-	-	OK	0	0	0
ENSMUSG00000041872	-	-	ENSMUSG00000041872	-	-	1:20767231-20774351	-	-	OK	0	0	0
ENSMUSG00000043760	-	-	ENSMUSG00000043760	-	-	1:20047859-20608145	-	-	OK	1.17196	1.05224	1.29168
ENSMUSG00000089914	-	-	ENSMUSG00000089914	-	-	1:20371173-20382381	-	-	OK	0.0514548	0	0.138629
ENSMUSG00000090142	-	-	ENSMUSG00000090142	-	-	1:20434338-20434641	-	-	OK	8.99652	6.89059	11.1024
ENSMUSG00000070175	-	-	ENSMUSG00000070175	-	-	1:20434891-20434993	-	-	OK	0	0	0
ENSMUSG00000087078	-	-	ENSMUSG00000087078	-	-	1:20878730-20880554	-	-	OK	0.106119	0.0310814	0.181156
ENSMUSG00000041809	-	-	ENSMUSG00000041809	-	-	1:20941768-20980919	-	-	OK	0.587498	0.466306	0.708689
ENSMUSG00000088858	-	-	ENSMUSG00000088858	-	-	1:20832615-20832747	-	-	OK	0	0	0
ENSMUSG00000041859	-	-	ENSMUSG00000041859	-	-	1:20793054-20810359	-	-	OK	3.18502	2.94974	3.42031
ENSMUSG00000041779	-	-	ENSMUSG00000041779	-	-	1:20986376-21069310	-	-	OK	0.0980847	0.0706155	0.125554
ENSMUSG00000025931	-	-	ENSMUSG00000025931	-	-	1:20880690-20929632	-	-	OK	0.429715	0.279599	0.57983
ENSMUSG00000077314	-	-	ENSMUSG00000077314	-	-	1:20905490-20905621	-	-	OK	0	0	0
ENSMUSG00000025933	-	-	ENSMUSG00000025933	-	-	1:21208655-21220248	-	-	OK	0.341193	0.148205	0.534181
ENSMUSG00000046847	-	-	ENSMUSG00000046847	-	-	1:21262483-21262990	-	-	OK	6.34046	4.99629	7.68464
ENSMUSG00000025934	-	-	ENSMUSG00000025934	-	-	1:21230669-21255442	-	-	OK	15.706	14.3102	17.1018
ENSMUSG00000025936	-	-	ENSMUSG00000025936	-	-	1:21275326-21288393	-	-	OK	141.261	138.661	143.861
ENSMUSG00000067750	-	-	ENSMUSG00000067750	-	-	1:21339721-21342281	-	-	OK	57.4856	56.2353	58.7359
ENSMUSG00000086194	-	-	ENSMUSG00000086194	-	-	1:21344085-21345197	-	-	OK	7.64904	6.14167	9.1564
ENSMUSG00000087453	-	-	ENSMUSG00000087453	-	-	1:21354883-21355111	-	-	OK	15.4727	11.1395	19.8059
ENSMUSG00000087427	-	-	ENSMUSG00000087427	-	-	1:21369635-21369863	-	-	OK	7.28126	4.3087	10.2538
ENSMUSG00000085507	-	-	ENSMUSG00000085507	-	-	1:21362750-21363845	-	-	OK	5.77882	4.37725	7.18038
ENSMUSG00000085679	-	-	ENSMUSG00000085679	-	-	1:21380995-21381117	-	-	OK	0	0	0
ENSMUSG00000041722	-	-	ENSMUSG00000041722	-	-	1:21358411-21360926	-	-	OK	13.785	13.1656	14.4045
ENSMUSG00000085079	-	-	ENSMUSG00000085079	-	-	1:21373636-21376465	-	-	LOWDATA	0.44009	0	1.86649
ENSMUSG00000041670	-	-	ENSMUSG00000041670	-	-	1:22276331-22911673	-	-	OK	0	0	0
ENSMUSG00000028033	-	-	ENSMUSG00000028033	-	-	1:21388483-21952023	-	-	OK	0	0	0
ENSMUSG00000085163	-	-	ENSMUSG00000085163	-	-	1:21949922-21952611	-	-	OK	0	0	0
ENSMUSG00000082935	-	-	ENSMUSG00000082935	-	-	1:21502013-21503137	-	-	OK	27.8269	26.6144	29.0393
ENSMUSG00000073729	-	-	ENSMUSG00000073729	-	-	1:23262825-23263245	-	-	OK	0.114346	0	0.276056
ENSMUSG00000089553	-	-	ENSMUSG00000089553	-	-	1:23252049-23252170	-	-	OK	0	0	0
ENSMUSG00000065405	-	-	ENSMUSG00000065405	-	-	1:23279107-23279178	-	-	OK	0	0	0
ENSMUSG00000073730	-	-	ENSMUSG00000073730	-	-	1:23107311-23109092	-	-	OK	39.5512	38.4483	40.6541
ENSMUSG00000065567	-	-	ENSMUSG00000065567	-	-	1:23298539-23298623	-	-	OK	0	0	0
ENSMUSG00000026158	-	-	ENSMUSG00000026158	-	-	1:23373262-23390014	-	-	OK	1.8075	1.67017	1.94482
ENSMUSG00000026154	-	-	ENSMUSG00000026154	-	-	1:24002777-24012495	-	-	OK	5.75905	4.99288	6.52522
ENSMUSG00000026156	-	-	ENSMUSG00000026156	-	-	1:23768591-23855997	-	-	OK	0.00351425	0	0.00912992
ENSMUSG00000026155	-	-	ENSMUSG00000026155	-	-	1:23852463-23929156	-	-	OK	20.1259	18.8092	21.4426
ENSMUSG00000026141	-	-	ENSMUSG00000026141	-	-	1:24270832-24594311	-	-	OK	0	0	0
ENSMUSG00000077463	-	-	ENSMUSG00000077463	-	-	1:24555679-24555816	-	-	OK	0	0	0
ENSMUSG00000026147	-	-	ENSMUSG00000026147	-	-	1:24184448-24259577	-	-	OK	0	0	0
ENSMUSG00000026153	-	-	ENSMUSG00000026153	-	-	1:24017596-24107180	-	-	OK	5.13808	4.92042	5.35574
ENSMUSG00000067736	-	-	ENSMUSG00000067736	-	-	1:24619242-24619539	-	-	OK	4313.29	4265.86	4360.71
ENSMUSG00000090378	-	-	ENSMUSG00000090378	-	-	1:24620813-24621627	-	-	OK	4664.51	4644.5	4684.51
ENSMUSG00000073725	-	-	ENSMUSG00000073725	-	-	1:24685382-24823144	-	-	OK	7.16347	6.90489	7.42204
ENSMUSG00000033569	-	-	ENSMUSG00000033569	-	-	1:25124320-25886552	-	-	OK	0	0	0
ENSMUSG00000080849	-	-	ENSMUSG00000080849	-	-	1:25280574-25281018	-	-	OK	0.256744	0.0271052	0.486383
ENSMUSG00000064910	-	-	ENSMUSG00000064910	-	-	1:25336289-25336396	-	-	OK	0	0	0
ENSMUSG00000084740	-	-	ENSMUSG00000084740	-	-	1:25507915-25508019	-	-	OK	0	0	0
ENSMUSG00000052558	-	-	ENSMUSG00000052558	-	-	1:25887501-25888723	-	-	OK	0	0	0
ENSMUSG00000088111	-	-	ENSMUSG00000088111	-	-	1:26623677-26623783	-	-	OK	0	0	0
ENSMUSG00000073722	-	-	ENSMUSG00000073722	-	-	1:26738645-26744305	-	-	OK	0.00293279	0	0.00879837
ENSMUSG00000079640	-	-	ENSMUSG00000079640	-	-	1:27099345-27286771	-	-	OK	0	0	0
ENSMUSG00000084715	-	-	ENSMUSG00000084715	-	-	1:27130447-27130557	-	-	OK	0	0	0
ENSMUSG00000065125	-	-	ENSMUSG00000065125	-	-	1:27015947-27016066	-	-	OK	0	0	0
ENSMUSG00000048411	-	-	ENSMUSG00000048411	-	-	1:28832988-28837097	-	-	OK	0.0136796	0	0.0294755
ENSMUSG00000086240	-	-	ENSMUSG00000086240	-	-	1:28637342-28637618	-	-	OK	14.6848	7.43925	21.9304
ENSMUSG00000064433	-	-	ENSMUSG00000064433	-	-	1:29337808-29337920	-	-	OK	0	0	0
ENSMUSG00000058590	-	-	ENSMUSG00000058590	-	-	1:28994879-28995185	-	-	OK	0	0	0
ENSMUSG00000090766	-	-	ENSMUSG00000090766	-	-	1:28912032-28912718	-	-	OK	0	0	0
ENSMUSG00000081557	-	-	ENSMUSG00000081557	-	-	1:28857082-28859566	-	-	OK	2.44946	2.22129	2.67762
ENSMUSG00000080391	-	-	ENSMUSG00000080391	-	-	1:29418119-29418215	-	-	OK	0	0	0
ENSMUSG00000080625	-	-	ENSMUSG00000080625	-	-	1:29358324-29358424	-	-	OK	0	0	0
ENSMUSG00000077073	-	-	ENSMUSG00000077073	-	-	1:30042778-30042888	-	-	OK	0	0	0
ENSMUSG00000053185	-	-	ENSMUSG00000053185	-	-	1:30775398-30776806	-	-	OK	0	0	0
ENSMUSG00000048874	-	-	ENSMUSG00000048874	-	-	1:30859186-30930539	-	-	OK	17.2621	16.5232	18.001
ENSMUSG00000086151	-	-	ENSMUSG00000086151	-	-	1:31033794-31035810	-	-	OK	0	0	0
ENSMUSG00000086726	-	-	ENSMUSG00000086726	-	-	1:31043069-31043798	-	-	OK	0.929211	0.635368	1.22305
ENSMUSG00000087346	-	-	ENSMUSG00000087346	-	-	1:31054711-31056750	-	-	OK	0.569429	0.399658	0.739199
ENSMUSG00000077664	-	-	ENSMUSG00000077664	-	-	1:31316437-31316564	-	-	OK	0	0	0
ENSMUSG00000026063	-	-	ENSMUSG00000026063	-	-	1:31279683-31281132	-	-	OK	0.0487333	0.00514491	0.0923217
ENSMUSG00000086727	-	-	ENSMUSG00000086727	-	-	1:31197922-31279506	-	-	OK	0	0	0
ENSMUSG00000050217	-	-	ENSMUSG00000050217	-	-	1:31233250-31261501	-	-	OK	0.00730772	0	0.0219232
ENSMUSG00000082159	-	-	ENSMUSG00000082159	-	-	1:31792900-31793737	-	-	OK	0.51943	0.319501	0.719358
ENSMUSG00000070960	-	-	ENSMUSG00000070960	-	-	1:31672835-31673507	-	-	OK	1.14784	0.801755	1.49393
ENSMUSG00000088620	-	-	ENSMUSG00000088620	-	-	1:31713476-31713583	-	-	OK	0	0	0
ENSMUSG00000026058	-	-	ENSMUSG00000026058	-	-	1:32229650-32714583	-	-	OK	0	0	0
ENSMUSG00000064688	-	-	ENSMUSG00000064688	-	-	1:32269977-32270084	-	-	OK	0	0	0
ENSMUSG00000049830	-	-	ENSMUSG00000049830	-	-	1:32576407-32577844	-	-	OK	0.0393675	6.93889e-18	0.078735
ENSMUSG00000091318	-	-	ENSMUSG00000091318	-	-	1:32600390-32604138	-	-	OK	0.0136634	1.73472e-18	0.0273269
ENSMUSG00000089489	-	-	ENSMUSG00000089489	-	-	1:32625203-32625266	-	-	OK	0	0	0
ENSMUSG00000089395	-	-	ENSMUSG00000089395	-	-	1:32783483-32783775	-	-	OK	0	0	0
ENSMUSG00000026064	-	-	ENSMUSG00000026064	-	-	1:30997147-31006615	-	-	OK	13.1181	12.1756	14.0606
ENSMUSG00000065260	-	-	ENSMUSG00000065260	-	-	1:33479577-33479683	-	-	OK	0	0	0
ENSMUSG00000065223	-	-	ENSMUSG00000065223	-	-	1:33350520-33350620	-	-	OK	0	0	0
ENSMUSG00000088750	-	-	ENSMUSG00000088750	-	-	1:33248837-33248947	-	-	OK	0	0	0
ENSMUSG00000044744	-	-	ENSMUSG00000044744	-	-	1:33726687-33727557	-	-	OK	0.676299	0.453933	0.898665
ENSMUSG00000026134	-	-	ENSMUSG00000026134	-	-	1:33510655-33726631	-	-	OK	1.78524	1.26038	2.3101
ENSMUSG00000004768	-	-	ENSMUSG00000004768	-	-	1:33776726-33799409	-	-	OK	2.64088	2.32414	2.95762
ENSMUSG00000042215	-	-	ENSMUSG00000042215	-	-	1:33802328-33814639	-	-	OK	7.40601	6.94017	7.87185
ENSMUSG00000042182	-	-	ENSMUSG00000042182	-	-	1:33908896-33964661	-	-	OK	0.0537818	0.0196965	0.0878671
ENSMUSG00000042197	-	-	ENSMUSG00000042197	-	-	1:33817316-33871440	-	-	OK	20.7703	18.9451	22.5955
ENSMUSG00000081402	-	-	ENSMUSG00000081402	-	-	1:33892743-33895759	-	-	OK	16.6705	15.5326	17.8084
ENSMUSG00000079617	-	-	ENSMUSG00000079617	-	-	1:34428990-34460294	-	-	OK	0	0	0
ENSMUSG00000042111	-	-	ENSMUSG00000042111	-	-	1:34493515-34496517	-	-	OK	2.21521	1.94755	2.48286
ENSMUSG00000026127	-	-	ENSMUSG00000026127	-	-	1:34496695-34502581	-	-	OK	3.57748	3.28391	3.87105
ENSMUSG00000026125	-	-	ENSMUSG00000026125	-	-	1:34555274-34559907	-	-	OK	0.431191	0.289416	0.572965
ENSMUSG00000045815	-	-	ENSMUSG00000045815	-	-	1:34636068-34636458	-	-	OK	0	0	0
ENSMUSG00000026124	-	-	ENSMUSG00000026124	-	-	1:34592492-34601156	-	-	OK	0	0	0
ENSMUSG00000037529	-	-	ENSMUSG00000037529	-	-	1:34600819-34617788	-	-	OK	0.10295	0.00892524	0.196974
ENSMUSG00000045174	-	-	ENSMUSG00000045174	-	-	1:34636537-34647783	-	-	OK	0	0	0
ENSMUSG00000026126	-	-	ENSMUSG00000026126	-	-	1:34516590-34532499	-	-	OK	2.83411	2.14173	3.52649
ENSMUSG00000026131	-	-	ENSMUSG00000026131	-	-	1:33965124-34365495	-	-	OK	12.5467	12.3482	12.7451
ENSMUSG00000085306	-	-	ENSMUSG00000085306	-	-	1:34222700-34235118	-	-	OK	0.324074	0.223306	0.424842
ENSMUSG00000084506	-	-	ENSMUSG00000084506	-	-	1:34038254-34038347	-	-	OK	0	0	0
ENSMUSG00000089955	-	-	ENSMUSG00000089955	-	-	1:34735032-34781146	-	-	OK	0.0637723	0.0283967	0.0991479
