tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	status	FPKM	FPKM_conf_lo	FPKM_conf_hi
ENSMUSG00000062588	-	-	ENSMUSG00000062588	-	-	1:4869282-4870750	-	-	OK	53.2643	51.8272	54.7014
ENSMUSG00000033774	-	-	ENSMUSG00000033774	-	-	1:5903787-5907479	-	-	OK	0	0	0
ENSMUSG00000025905	-	-	ENSMUSG00000025905	-	-	1:5578573-5596212	-	-	OK	0.00273331	0	0.00819992
ENSMUSG00000033793	-	-	ENSMUSG00000033793	-	-	1:5073253-5152630	-	-	OK	46.9414	45.8026	48.0803
ENSMUSG00000087247	-	-	ENSMUSG00000087247	-	-	1:6349536-6384812	-	-	OK	0.0465558	0	0.112396
ENSMUSG00000033740	-	-	ENSMUSG00000033740	-	-	1:6477311-6851021	-	-	LOWDATA	0.0413767	0	0.733792
ENSMUSG00000051285	-	-	ENSMUSG00000051285	-	-	1:7079000-7163707	-	-	OK	12.2567	10.2796	14.2337
ENSMUSG00000025907	-	-	ENSMUSG00000025907	-	-	1:6196277-6266729	-	-	OK	31.24	29.4061	33.0739
ENSMUSG00000073741	-	-	ENSMUSG00000073741	-	-	1:6204692-6205373	-	-	OK	0	0	0
ENSMUSG00000090031	-	-	ENSMUSG00000090031	-	-	1:6203373-6204671	-	-	OK	0.716433	0.3028	1.13007
ENSMUSG00000086461	-	-	ENSMUSG00000086461	-	-	1:7339486-7387882	-	-	OK	0.136411	0.0541519	0.218669
ENSMUSG00000077244	-	-	ENSMUSG00000077244	-	-	1:7255883-7256013	-	-	OK	0	0	0
ENSMUSG00000048538	-	-	ENSMUSG00000048538	-	-	1:7167819-7169118	-	-	OK	25.4138	24.347	26.4806
ENSMUSG00000065625	-	-	ENSMUSG00000065625	-	-	1:9448750-9448853	-	-	OK	0	0	0
ENSMUSG00000025909	-	-	ENSMUSG00000025909	-	-	1:8351555-9289319	-	-	LOWDATA	0.0391017	0	0.565823
ENSMUSG00000086235	-	-	ENSMUSG00000086235	-	-	1:8458506-8458906	-	-	OK	11.1545	9.46811	12.8409
ENSMUSG00000076169	-	-	ENSMUSG00000076169	-	-	1:8578695-8578805	-	-	OK	0	0	0
ENSMUSG00000084353	-	-	ENSMUSG00000084353	-	-	1:8782003-8782243	-	-	OK	110.183	99.5559	120.81
ENSMUSG00000076135	-	-	ENSMUSG00000076135	-	-	1:8806218-8806328	-	-	OK	0	0	0
ENSMUSG00000086195	-	-	ENSMUSG00000086195	-	-	1:8846008-8846348	-	-	OK	0	0	0
ENSMUSG00000066693	-	-	ENSMUSG00000066693	-	-	1:8953076-8953702	-	-	OK	31.9056	29.9737	33.8375
ENSMUSG00000061024	-	-	ENSMUSG00000061024	-	-	1:9535488-9537535	-	-	OK	25.1674	24.3497	25.985
ENSMUSG00000025912	-	-	ENSMUSG00000025912	-	-	1:9657495-9690290	-	-	OK	2.9051	2.4347	3.37551
ENSMUSG00000045210	-	-	ENSMUSG00000045210	-	-	1:9708702-9738463	-	-	OK	27.2433	26.7356	27.751
ENSMUSG00000085661	-	-	ENSMUSG00000085661	-	-	1:9737728-9782003	-	-	OK	0.106738	0.0412087	0.172266
ENSMUSG00000046101	-	-	ENSMUSG00000046101	-	-	1:9898718-9931035	-	-	OK	0.120476	0.0244612	0.216491
ENSMUSG00000025911	-	-	ENSMUSG00000025911	-	-	1:9538028-9568051	-	-	OK	0.230696	0.169726	0.291667
ENSMUSG00000079671	-	-	ENSMUSG00000079671	-	-	1:9550912-9621173	-	-	OK	0.0910087	0.0255583	0.156459
ENSMUSG00000081441	-	-	ENSMUSG00000081441	-	-	1:9564628-9565730	-	-	OK	964.55	949.138	979.961
ENSMUSG00000067879	-	-	ENSMUSG00000067879	-	-	1:9591279-9617224	-	-	OK	0.448675	0.363883	0.533467
ENSMUSG00000025915	-	-	ENSMUSG00000025915	-	-	1:9788210-9892637	-	-	OK	22.963	22.2238	23.7023
ENSMUSG00000046334	-	-	ENSMUSG00000046334	-	-	1:9792274-9792634	-	-	OK	68.426	63.7376	73.1145
ENSMUSG00000088916	-	-	ENSMUSG00000088916	-	-	1:9824578-9824683	-	-	OK	0	0	0
ENSMUSG00000065085	-	-	ENSMUSG00000065085	-	-	1:9999894-9999998	-	-	OK	0	0	0
ENSMUSG00000073738	-	-	ENSMUSG00000073738	-	-	1:9950251-9952890	-	-	OK	1.1352	0.984175	1.28622
ENSMUSG00000025916	-	-	ENSMUSG00000025916	-	-	1:9958704-9999217	-	-	OK	0.140502	0.0654007	0.215604
ENSMUSG00000087199	-	-	ENSMUSG00000087199	-	-	1:9972467-9982447	-	-	OK	0	0	0
ENSMUSG00000025917	-	-	ENSMUSG00000025917	-	-	1:10014682-10028208	-	-	OK	61.4242	60.0046	62.8438
ENSMUSG00000056763	-	-	ENSMUSG00000056763	-	-	1:10028298-10126849	-	-	OK	41.5256	37.8061	45.2451
ENSMUSG00000088585	-	-	ENSMUSG00000088585	-	-	1:10911750-10911841	-	-	OK	0	0	0
ENSMUSG00000042501	-	-	ENSMUSG00000042501	-	-	1:10314807-10710026	-	-	OK	0.0283342	0	0.0566685
ENSMUSG00000083422	-	-	ENSMUSG00000083422	-	-	1:10544178-10545634	-	-	OK	0.205516	0.115822	0.295211
ENSMUSG00000065035	-	-	ENSMUSG00000065035	-	-	1:10545634-10545741	-	-	OK	0	0	0
ENSMUSG00000081417	-	-	ENSMUSG00000081417	-	-	1:10685203-10685695	-	-	OK	0	0	0
ENSMUSG00000064969	-	-	ENSMUSG00000064969	-	-	1:12365016-12365123	-	-	OK	0	0	0
ENSMUSG00000066918	-	-	ENSMUSG00000066918	-	-	1:12657643-12663171	-	-	OK	0	0	0
ENSMUSG00000048960	-	-	ENSMUSG00000048960	-	-	1:10983545-11293763	-	-	OK	2.00028	1.90538	2.09518
ENSMUSG00000077318	-	-	ENSMUSG00000077318	-	-	1:11124191-11124319	-	-	OK	0	0	0
ENSMUSG00000057715	-	-	ENSMUSG00000057715	-	-	1:11404185-11965982	-	-	OK	0.160881	0.102612	0.21915
ENSMUSG00000016918	-	-	ENSMUSG00000016918	-	-	1:12708625-12850452	-	-	OK	7.23702	6.9536	7.52045
ENSMUSG00000042414	-	-	ENSMUSG00000042414	-	-	1:13103537-13117244	-	-	OK	0.00518294	0	0.0155488
ENSMUSG00000067851	-	-	ENSMUSG00000067851	-	-	1:10127651-10222751	-	-	OK	33.9962	32.8448	35.1475
ENSMUSG00000088153	-	-	ENSMUSG00000088153	-	-	1:10156619-10156859	-	-	OK	0	0	0
ENSMUSG00000025938	-	-	ENSMUSG00000025938	-	-	1:12856629-12981258	-	-	OK	3.88858	3.71644	4.06072
ENSMUSG00000025935	-	-	ENSMUSG00000025935	-	-	1:13554782-13579945	-	-	OK	21.5874	20.9601	22.2146
ENSMUSG00000005886	-	-	ENSMUSG00000005886	-	-	1:13129185-13364164	-	-	OK	56.6279	52.0118	61.244
ENSMUSG00000087782	-	-	ENSMUSG00000087782	-	-	1:13324578-13324690	-	-	OK	0	0	0
ENSMUSG00000077368	-	-	ENSMUSG00000077368	-	-	1:13764414-13764545	-	-	OK	0	0	0
ENSMUSG00000089358	-	-	ENSMUSG00000089358	-	-	1:13922458-13922766	-	-	OK	0	0	0
ENSMUSG00000067813	-	-	ENSMUSG00000067813	-	-	1:13658851-13691804	-	-	OK	0.0213249	0	0.0459488
ENSMUSG00000025937	-	-	ENSMUSG00000025937	-	-	1:13614925-13650627	-	-	OK	3.70151	3.44609	3.95694
ENSMUSG00000025932	-	-	ENSMUSG00000025932	-	-	1:14159034-14300281	-	-	OK	0.488571	0.293285	0.683857
ENSMUSG00000025930	-	-	ENSMUSG00000025930	-	-	1:14743426-14746047	-	-	OK	4.29821	3.92519	4.67123
ENSMUSG00000054493	-	-	ENSMUSG00000054493	-	-	1:14745534-14748454	-	-	OK	0.0626251	0.0290414	0.0962088
ENSMUSG00000081201	-	-	ENSMUSG00000081201	-	-	1:14829949-14830237	-	-	OK	615.268	596.456	634.079
ENSMUSG00000032769	-	-	ENSMUSG00000032769	-	-	1:14862728-14908943	-	-	OK	0.0602211	0.0332894	0.0871528
ENSMUSG00000088159	-	-	ENSMUSG00000088159	-	-	1:15009120-15009240	-	-	OK	0	0	0
ENSMUSG00000090498	-	-	ENSMUSG00000090498	-	-	1:15702383-15706448	-	-	OK	0.07281	0.0424461	0.103174
ENSMUSG00000073737	-	-	ENSMUSG00000073737	-	-	1:15258879-15259878	-	-	OK	22.2092	21.0379	23.3806
ENSMUSG00000077377	-	-	ENSMUSG00000077377	-	-	1:15747912-15748044	-	-	OK	0	0	0
ENSMUSG00000092083	-	-	ENSMUSG00000092083	-	-	1:15302532-15701710	-	-	OK	0.290425	0.203229	0.37762
ENSMUSG00000088829	-	-	ENSMUSG00000088829	-	-	1:15676015-15676127	-	-	OK	0	0	0
ENSMUSG00000082193	-	-	ENSMUSG00000082193	-	-	1:14855152-14856046	-	-	OK	707.018	699.921	714.115
ENSMUSG00000032719	-	-	ENSMUSG00000032719	-	-	1:15843942-15882803	-	-	OK	0.144222	0.0915597	0.196885
ENSMUSG00000088943	-	-	ENSMUSG00000088943	-	-	1:15869610-15869913	-	-	OK	0	0	0
ENSMUSG00000067795	-	-	ENSMUSG00000067795	-	-	1:16056059-16083406	-	-	OK	0.115969	0	0.23671
ENSMUSG00000025925	-	-	ENSMUSG00000025925	-	-	1:15795738-15833551	-	-	OK	24.8339	22.0088	27.6589
ENSMUSG00000043716	-	-	ENSMUSG00000043716	-	-	1:16091375-16094743	-	-	OK	351.445	344.379	358.51
ENSMUSG00000025921	-	-	ENSMUSG00000025921	-	-	1:16095854-16123815	-	-	OK	22.5557	21.9847	23.1267
ENSMUSG00000025939	-	-	ENSMUSG00000025939	-	-	1:16559862-16609570	-	-	OK	22.0588	21.3198	22.7978
ENSMUSG00000025920	-	-	ENSMUSG00000025920	-	-	1:16218754-16510193	-	-	OK	13.7436	12.3547	15.1325
ENSMUSG00000089982	-	-	ENSMUSG00000089982	-	-	1:16243672-16258002	-	-	OK	0.0487884	0	0.117786
ENSMUSG00000087414	-	-	ENSMUSG00000087414	-	-	1:16647632-16652359	-	-	OK	0.0141986	0	0.0305937
ENSMUSG00000079658	-	-	ENSMUSG00000079658	-	-	1:16632846-16646946	-	-	OK	29.1999	27.8169	30.583
ENSMUSG00000025940	-	-	ENSMUSG00000025940	-	-	1:16655271-16668356	-	-	OK	14.6406	13.9556	15.3257
ENSMUSG00000025779	-	-	ENSMUSG00000025779	-	-	1:16678536-16699686	-	-	OK	7.2422	6.29532	8.18907
ENSMUSG00000091020	-	-	ENSMUSG00000091020	-	-	1:16757094-16760241	-	-	OK	4.93154	4.64527	5.21782
ENSMUSG00000025777	-	-	ENSMUSG00000025777	-	-	1:17135442-17154352	-	-	OK	0.1534	0.108648	0.198151
ENSMUSG00000042686	-	-	ENSMUSG00000042686	-	-	1:16987544-17087879	-	-	OK	2.16656	1.93561	2.39752
ENSMUSG00000089534	-	-	ENSMUSG00000089534	-	-	1:17510081-17510192	-	-	OK	0	0	0
ENSMUSG00000067780	-	-	ENSMUSG00000067780	-	-	1:17591981-17621019	-	-	OK	2.16761	2.04204	2.29318
ENSMUSG00000073735	-	-	ENSMUSG00000073735	-	-	1:18226553-18227524	-	-	OK	0	0	0
ENSMUSG00000070977	-	-	ENSMUSG00000070977	-	-	1:18200133-18213645	-	-	OK	0	0	0
ENSMUSG00000025774	-	-	ENSMUSG00000025774	-	-	1:18105271-18135983	-	-	OK	0	0	0
ENSMUSG00000088800	-	-	ENSMUSG00000088800	-	-	1:18959842-18959914	-	-	OK	0	0	0
ENSMUSG00000067773	-	-	ENSMUSG00000067773	-	-	1:18241060-18255219	-	-	OK	0.0944708	0	0.228073
ENSMUSG00000089923	-	-	ENSMUSG00000089923	-	-	1:18250604-18255161	-	-	OK	0	0	0
ENSMUSG00000085125	-	-	ENSMUSG00000085125	-	-	1:17666107-17717727	-	-	OK	0.0176828	0	0.0381785
ENSMUSG00000025776	-	-	ENSMUSG00000025776	-	-	1:17717125-17756425	-	-	OK	1.99658	1.74226	2.25089
ENSMUSG00000025927	-	-	ENSMUSG00000025927	-	-	1:19198994-19228815	-	-	OK	0.068273	0.0281159	0.10843
ENSMUSG00000089787	-	-	ENSMUSG00000089787	-	-	1:19053379-19094921	-	-	OK	0	0	0
ENSMUSG00000042596	-	-	ENSMUSG00000042596	-	-	1:19093102-19156427	-	-	OK	0	0	0
ENSMUSG00000060128	-	-	ENSMUSG00000060128	-	-	1:19143390-19144047	-	-	OK	519.523	508.773	530.273
ENSMUSG00000080585	-	-	ENSMUSG00000080585	-	-	1:19911390-19911480	-	-	OK	0	0	0
ENSMUSG00000084668	-	-	ENSMUSG00000084668	-	-	1:19503935-19504000	-	-	OK	0	0	0
ENSMUSG00000065559	-	-	ENSMUSG00000065559	-	-	1:20669090-20669163	-	-	OK	0	0	0
ENSMUSG00000025929	-	-	ENSMUSG00000025929	-	-	1:20720985-20724577	-	-	OK	0.0126844	0	0.0380533
ENSMUSG00000065480	-	-	ENSMUSG00000065480	-	-	1:20672849-20672968	-	-	OK	0	0	0
ENSMUSG00000041872	-	-	ENSMUSG00000041872	-	-	1:20767231-20774351	-	-	OK	0.0632906	0.00668177	0.1199
ENSMUSG00000043760	-	-	ENSMUSG00000043760	-	-	1:20047859-20608145	-	-	OK	0.731939	0.627535	0.836342
ENSMUSG00000089914	-	-	ENSMUSG00000089914	-	-	1:20371173-20382381	-	-	OK	0	0	0
ENSMUSG00000090142	-	-	ENSMUSG00000090142	-	-	1:20434338-20434641	-	-	OK	48.4078	43.4991	53.3166
ENSMUSG00000070175	-	-	ENSMUSG00000070175	-	-	1:20434891-20434993	-	-	OK	0	0	0
ENSMUSG00000088858	-	-	ENSMUSG00000088858	-	-	1:20832615-20832747	-	-	OK	0	0	0
ENSMUSG00000087078	-	-	ENSMUSG00000087078	-	-	1:20878730-20880554	-	-	OK	0.0133942	0	0.0401826
ENSMUSG00000041809	-	-	ENSMUSG00000041809	-	-	1:20941768-20980919	-	-	OK	1.49569	1.30138	1.69
ENSMUSG00000041859	-	-	ENSMUSG00000041859	-	-	1:20793054-20810359	-	-	OK	21.9466	21.326	22.5672
ENSMUSG00000025931	-	-	ENSMUSG00000025931	-	-	1:20880690-20929632	-	-	OK	2.04799	1.58567	2.51031
ENSMUSG00000077314	-	-	ENSMUSG00000077314	-	-	1:20905490-20905621	-	-	OK	0	0	0
ENSMUSG00000025933	-	-	ENSMUSG00000025933	-	-	1:21208655-21220248	-	-	OK	0.282648	0.0660285	0.499267
ENSMUSG00000041779	-	-	ENSMUSG00000041779	-	-	1:20986376-21069310	-	-	OK	1.59243	1.48121	1.70365
ENSMUSG00000067750	-	-	ENSMUSG00000067750	-	-	1:21339721-21342281	-	-	OK	0.0549159	0.0160845	0.0937474
ENSMUSG00000046847	-	-	ENSMUSG00000046847	-	-	1:21262483-21262990	-	-	OK	12.373	10.4861	14.2598
ENSMUSG00000025936	-	-	ENSMUSG00000025936	-	-	1:21275326-21288393	-	-	OK	0.0241638	0	0.0583365
ENSMUSG00000086194	-	-	ENSMUSG00000086194	-	-	1:21344085-21345197	-	-	OK	0	0	0
ENSMUSG00000087453	-	-	ENSMUSG00000087453	-	-	1:21354883-21355111	-	-	OK	0	0	0
ENSMUSG00000041722	-	-	ENSMUSG00000041722	-	-	1:21358411-21360926	-	-	OK	0.0421589	0.0077363	0.0765814
ENSMUSG00000085507	-	-	ENSMUSG00000085507	-	-	1:21362750-21363845	-	-	OK	0.0858113	0	0.257434
ENSMUSG00000087427	-	-	ENSMUSG00000087427	-	-	1:21369635-21369863	-	-	OK	0	0	0
ENSMUSG00000085079	-	-	ENSMUSG00000085079	-	-	1:21373636-21376465	-	-	OK	0.00600514	0	0.0180166
ENSMUSG00000085679	-	-	ENSMUSG00000085679	-	-	1:21380995-21381117	-	-	OK	0	0	0
ENSMUSG00000025934	-	-	ENSMUSG00000025934	-	-	1:21230669-21255442	-	-	OK	11.5885	10.1982	12.9789
ENSMUSG00000073730	-	-	ENSMUSG00000073730	-	-	1:23107311-23109092	-	-	OK	0	0	0
ENSMUSG00000089553	-	-	ENSMUSG00000089553	-	-	1:23252049-23252170	-	-	OK	0	0	0
ENSMUSG00000073729	-	-	ENSMUSG00000073729	-	-	1:23262825-23263245	-	-	OK	0	0	0
ENSMUSG00000065405	-	-	ENSMUSG00000065405	-	-	1:23279107-23279178	-	-	OK	0	0	0
ENSMUSG00000065567	-	-	ENSMUSG00000065567	-	-	1:23298539-23298623	-	-	OK	0	0	0
ENSMUSG00000041670	-	-	ENSMUSG00000041670	-	-	1:22276331-22911673	-	-	LOWDATA	0.13477	0	21.2132
ENSMUSG00000028033	-	-	ENSMUSG00000028033	-	-	1:21388483-21952023	-	-	OK	0.411525	0.213977	0.609074
ENSMUSG00000085163	-	-	ENSMUSG00000085163	-	-	1:21949922-21952611	-	-	OK	0	0	0
ENSMUSG00000082935	-	-	ENSMUSG00000082935	-	-	1:21502013-21503137	-	-	OK	134.223	131.548	136.899
ENSMUSG00000026158	-	-	ENSMUSG00000026158	-	-	1:23373262-23390014	-	-	OK	1.46168	1.33759	1.58577
ENSMUSG00000026154	-	-	ENSMUSG00000026154	-	-	1:24002777-24012495	-	-	OK	4.99182	4.27503	5.7086
ENSMUSG00000026156	-	-	ENSMUSG00000026156	-	-	1:23768591-23855997	-	-	OK	0.412687	0.296417	0.528957
ENSMUSG00000026155	-	-	ENSMUSG00000026155	-	-	1:23852463-23929156	-	-	OK	51.8126	50.4097	53.2155
ENSMUSG00000026141	-	-	ENSMUSG00000026141	-	-	1:24270832-24594311	-	-	OK	0.0386369	0.00878213	0.0684918
ENSMUSG00000077463	-	-	ENSMUSG00000077463	-	-	1:24555679-24555816	-	-	OK	0	0	0
ENSMUSG00000026147	-	-	ENSMUSG00000026147	-	-	1:24184448-24259577	-	-	OK	0.178848	0.0776372	0.280058
ENSMUSG00000026153	-	-	ENSMUSG00000026153	-	-	1:24017596-24107180	-	-	OK	8.92993	8.64289	9.21697
ENSMUSG00000067736	-	-	ENSMUSG00000067736	-	-	1:24619242-24619539	-	-	OK	483.825	467.865	499.785
ENSMUSG00000090378	-	-	ENSMUSG00000090378	-	-	1:24620813-24621627	-	-	OK	995.931	986.64	1005.22
ENSMUSG00000073725	-	-	ENSMUSG00000073725	-	-	1:24685382-24823144	-	-	OK	11.0126	10.6904	11.3347
ENSMUSG00000073722	-	-	ENSMUSG00000073722	-	-	1:26738645-26744305	-	-	OK	0	0	0
ENSMUSG00000088111	-	-	ENSMUSG00000088111	-	-	1:26623677-26623783	-	-	OK	0	0	0
ENSMUSG00000052558	-	-	ENSMUSG00000052558	-	-	1:25887501-25888723	-	-	OK	0	0	0
ENSMUSG00000079640	-	-	ENSMUSG00000079640	-	-	1:27099345-27286771	-	-	OK	0	0	0
ENSMUSG00000084715	-	-	ENSMUSG00000084715	-	-	1:27130447-27130557	-	-	OK	0	0	0
ENSMUSG00000065125	-	-	ENSMUSG00000065125	-	-	1:27015947-27016066	-	-	OK	0	0	0
ENSMUSG00000033569	-	-	ENSMUSG00000033569	-	-	1:25124320-25886552	-	-	LOWDATA	0.162414	0	1.51694
ENSMUSG00000080849	-	-	ENSMUSG00000080849	-	-	1:25280574-25281018	-	-	OK	2.12583	1.46183	2.78983
ENSMUSG00000064910	-	-	ENSMUSG00000064910	-	-	1:25336289-25336396	-	-	OK	0	0	0
ENSMUSG00000084740	-	-	ENSMUSG00000084740	-	-	1:25507915-25508019	-	-	OK	0	0	0
ENSMUSG00000048411	-	-	ENSMUSG00000048411	-	-	1:28832988-28837097	-	-	OK	0	0	0
ENSMUSG00000081557	-	-	ENSMUSG00000081557	-	-	1:28857082-28859566	-	-	OK	5.66561	5.31692	6.01431
ENSMUSG00000090766	-	-	ENSMUSG00000090766	-	-	1:28912032-28912718	-	-	OK	0	0	0
ENSMUSG00000058590	-	-	ENSMUSG00000058590	-	-	1:28994879-28995185	-	-	OK	0	0	0
ENSMUSG00000086240	-	-	ENSMUSG00000086240	-	-	1:28637342-28637618	-	-	OK	90.2559	76.6762	103.836
ENSMUSG00000080391	-	-	ENSMUSG00000080391	-	-	1:29418119-29418215	-	-	OK	0	0	0
ENSMUSG00000080625	-	-	ENSMUSG00000080625	-	-	1:29358324-29358424	-	-	OK	0	0	0
ENSMUSG00000064433	-	-	ENSMUSG00000064433	-	-	1:29337808-29337920	-	-	OK	0	0	0
ENSMUSG00000053185	-	-	ENSMUSG00000053185	-	-	1:30775398-30776806	-	-	OK	0	0	0
ENSMUSG00000077073	-	-	ENSMUSG00000077073	-	-	1:30042778-30042888	-	-	OK	0	0	0
ENSMUSG00000048874	-	-	ENSMUSG00000048874	-	-	1:30859186-30930539	-	-	OK	28.9301	27.9184	29.9417
ENSMUSG00000086151	-	-	ENSMUSG00000086151	-	-	1:31033794-31035810	-	-	OK	0	0	0
ENSMUSG00000086726	-	-	ENSMUSG00000086726	-	-	1:31043069-31043798	-	-	OK	3.75309	3.15967	4.3465
ENSMUSG00000087346	-	-	ENSMUSG00000087346	-	-	1:31054711-31056750	-	-	OK	2.81102	2.43198	3.19006
ENSMUSG00000077664	-	-	ENSMUSG00000077664	-	-	1:31316437-31316564	-	-	OK	0	0	0
ENSMUSG00000086727	-	-	ENSMUSG00000086727	-	-	1:31197922-31279506	-	-	OK	0.0950337	0	0.190797
ENSMUSG00000050217	-	-	ENSMUSG00000050217	-	-	1:31233250-31261501	-	-	OK	0	0	0
ENSMUSG00000026063	-	-	ENSMUSG00000026063	-	-	1:31279683-31281132	-	-	OK	0.137784	0.0641353	0.211432
ENSMUSG00000070960	-	-	ENSMUSG00000070960	-	-	1:31672835-31673507	-	-	OK	2.89759	2.34504	3.45014
ENSMUSG00000088620	-	-	ENSMUSG00000088620	-	-	1:31713476-31713583	-	-	OK	0	0	0
ENSMUSG00000082159	-	-	ENSMUSG00000082159	-	-	1:31792900-31793737	-	-	OK	0.563346	0.354125	0.772568
ENSMUSG00000089395	-	-	ENSMUSG00000089395	-	-	1:32783483-32783775	-	-	OK	0	0	0
ENSMUSG00000026058	-	-	ENSMUSG00000026058	-	-	1:32229650-32714583	-	-	OK	0.0636697	0.0116836	0.115656
ENSMUSG00000064688	-	-	ENSMUSG00000064688	-	-	1:32269977-32270084	-	-	OK	0	0	0
ENSMUSG00000049830	-	-	ENSMUSG00000049830	-	-	1:32576407-32577844	-	-	OK	0.0198757	0	0.0479842
ENSMUSG00000091318	-	-	ENSMUSG00000091318	-	-	1:32600390-32604138	-	-	OK	0.0103475	0	0.0222958
ENSMUSG00000089489	-	-	ENSMUSG00000089489	-	-	1:32625203-32625266	-	-	OK	0	0	0
ENSMUSG00000065260	-	-	ENSMUSG00000065260	-	-	1:33479577-33479683	-	-	OK	0	0	0
ENSMUSG00000065223	-	-	ENSMUSG00000065223	-	-	1:33350520-33350620	-	-	OK	0	0	0
ENSMUSG00000088750	-	-	ENSMUSG00000088750	-	-	1:33248837-33248947	-	-	OK	0	0	0
ENSMUSG00000044744	-	-	ENSMUSG00000044744	-	-	1:33726687-33727557	-	-	OK	0.239936	0.106843	0.373028
ENSMUSG00000026134	-	-	ENSMUSG00000026134	-	-	1:33510655-33726631	-	-	OK	6.56905	5.77157	7.36652
ENSMUSG00000026064	-	-	ENSMUSG00000026064	-	-	1:30997147-31006615	-	-	OK	71.1358	68.9679	73.3037
ENSMUSG00000042215	-	-	ENSMUSG00000042215	-	-	1:33802328-33814639	-	-	OK	16.9462	16.2381	17.6543
ENSMUSG00000004768	-	-	ENSMUSG00000004768	-	-	1:33776726-33799409	-	-	OK	14.8565	14.1169	15.596
ENSMUSG00000042182	-	-	ENSMUSG00000042182	-	-	1:33908896-33964661	-	-	OK	0.325905	0.238503	0.413308
ENSMUSG00000081402	-	-	ENSMUSG00000081402	-	-	1:33892743-33895759	-	-	OK	7.9902	7.05756	8.92283
ENSMUSG00000042197	-	-	ENSMUSG00000042197	-	-	1:33817316-33871440	-	-	OK	39.0397	36.4293	41.65
ENSMUSG00000079617	-	-	ENSMUSG00000079617	-	-	1:34428990-34460294	-	-	OK	0	0	0
ENSMUSG00000042111	-	-	ENSMUSG00000042111	-	-	1:34493515-34496517	-	-	OK	7.51861	7.02312	8.0141
ENSMUSG00000026127	-	-	ENSMUSG00000026127	-	-	1:34496695-34502581	-	-	OK	9.14647	8.67477	9.61816
ENSMUSG00000026125	-	-	ENSMUSG00000026125	-	-	1:34555274-34559907	-	-	OK	0.0117674	0	0.0353023
ENSMUSG00000026126	-	-	ENSMUSG00000026126	-	-	1:34516590-34532499	-	-	OK	0.230725	0.105589	0.355861
ENSMUSG00000026124	-	-	ENSMUSG00000026124	-	-	1:34592492-34601156	-	-	OK	0	0	0
ENSMUSG00000037529	-	-	ENSMUSG00000037529	-	-	1:34600819-34617788	-	-	OK	0	0	0
ENSMUSG00000045815	-	-	ENSMUSG00000045815	-	-	1:34636068-34636458	-	-	OK	0	0	0
ENSMUSG00000045174	-	-	ENSMUSG00000045174	-	-	1:34636537-34647783	-	-	OK	0	0	0
ENSMUSG00000077231	-	-	ENSMUSG00000077231	-	-	1:35235800-35235929	-	-	OK	0	0	0
ENSMUSG00000064601	-	-	ENSMUSG00000064601	-	-	1:35818446-35818551	-	-	OK	0	0	0
ENSMUSG00000026123	-	-	ENSMUSG00000026123	-	-	1:34906803-34936425	-	-	OK	37.9063	33.4215	42.3911
ENSMUSG00000045216	-	-	ENSMUSG00000045216	-	-	1:36125244-36163291	-	-	OK	20.706	20.1693	21.2427
